Time,Amplitude
1.778,-0.006107208552950226
1.78,-0.013819981216037051
1.782,-0.02397261032771282
1.784,-0.02359141616978508
1.786,-0.01599417260539419
1.788,-0.011905005745747297
1.79,-0.013426092187093957
1.792,-0.016548985783347382
1.794,-0.011464390892812891
1.796,-0.002049499699454877
1.798,0.0028486642285541065
1.8,-0.0022433296489654886
1.802,-0.010566641114467501
1.804,-0.007048045529414683
1.806,0.008534936688779908
1.808,0.022919232597261963
1.81,0.020176156072537255
1.812,0.0037796814609901866
1.814,-0.008992598244290563
1.816,-0.00533769893038577
1.818,0.013470517171449824
1.82,0.029346170857013937
1.822,0.02991608941040405
1.824,0.019205057958389758
1.826,0.010748333974622909
1.828,0.013253709626160997
1.83,0.02293763281106789
1.832,0.031694089006037054
1.834,0.038214370175480794
1.836,0.04428805188619039
1.838,0.049775292875729786
1.84,0.04774884763923829
1.842,0.036809162286886576
1.844,0.02768482523605051
1.846,0.033206755151741506
1.848,0.05437495954028794
1.85,0.07415173488839921
1.852,0.07338217669871858
1.854,0.05414699461924181
1.856,0.03905139857314089
1.858,0.04690472978449842
1.86,0.07806737022560455
1.862,0.10711271123577715
1.864,0.11494380653569874
1.866,0.10219056000302172
1.868,0.08803238716319678
1.87,0.08936845198050505
1.872,0.103049429697669
1.874,0.11974896721332182
1.876,0.13069796521554275
1.878,0.13528795477388417
1.88,0.1375887379369176
1.882,0.1375007738014263
1.884,0.13544844367962264
1.886,0.13727342524285807
1.888,0.15301240261848723
1.89,0.17954072439267615
1.892,0.20243386324287985
1.894,0.20551534154508674
1.896,0.19041519985158906
1.898,0.17896757806801833
1.9,0.18898440117438925
1.902,0.2194986569374662
1.904,0.2477784887813229
1.906,0.2560622091623789
1.908,0.24458467109229554
1.91,0.23291963974198024
1.912,0.23274520126053705
1.914,0.24252591397099024
1.916,0.2534992008839531
1.918,0.2634354346369642
1.92,0.2752189298583753
1.922,0.2854780375769592
1.924,0.2823221341499452
1.926,0.26362163480600803
1.928,0.24514079270517083
1.93,0.2510298522083896
1.932,0.2841955517858395
1.934,0.31368654097188997
1.936,0.304962741098673
1.938,0.25837275411604804
1.94,0.21040570994044744
1.942,0.20012444716168162
1.944,0.22820858152182985
1.946,0.2532766904813613
1.948,0.24006054433245158
1.95,0.19723146180754014
1.952,0.15822676916799533
1.954,0.14678688910130783
1.956,0.14604633324774607
1.958,0.13251193974843165
1.96,0.10673772724145292
1.962,0.09671511817609538
1.964,0.11090230081972412
1.966,0.11716949335275305
1.968,0.07488827068232112
1.97,-0.0031177764173114897
1.972,-0.04675314837127677
1.974,-0.0012226409425544773
1.976,0.09660472591013208
1.978,0.1382193163998475
1.98,0.05461459458014581
1.982,-0.09725589921435421
1.984,-0.1734626765915081
1.986,-0.08956277617216213
1.988,0.0779056710518675
1.99,0.1568761438804245
1.992,0.0541342732664609
1.994,-0.14167083959285243
1.996,-0.24009992741444278
1.998,-0.14447711778523115
