Timestamp,Latitude,Longitude
2024-10-28 12:28:13,-17.144340592134,30.352648594987
2024-10-28 12:28:24,-17.687071211523,30.790234524238
2024-10-28 12:28:35,-18.228546278698,31.23069374308
2024-10-28 12:28:45,-18.719669175616,31.633695204849
2024-10-28 12:28:56,-19.258621795095,32.079939792
2024-10-28 12:29:07,-19.796179739717,32.529369684506
2024-10-28 12:29:18,-20.33229736533,32.982098250327
2024-10-28 12:29:28,-20.818381353553,33.396623229275
2024-10-28 12:29:40,-21.400000691805,33.897892644883
2024-10-28 12:29:51,-21.931482329138,34.361186228577
2024-10-28 12:30:01,-22.413218740859,34.785617412245
2024-10-28 12:30:12,-22.941501944363,35.256177382308
2024-10-28 12:30:28,-23.706764900511,35.947765092253
2024-10-28 12:30:38,-24.183090907259,36.384449724803
2024-10-28 12:30:49,-24.705238902463,36.868878254898
2024-10-28 12:31:00,-25.225436218026,37.357701595205
2024-10-28 12:31:11,-25.74361776456,37.851042956743
2024-10-28 12:31:22,-26.212891798035,38.303565522188
2024-10-28 12:31:32,-26.727055359444,38.805895778775
2024-10-28 12:31:43,-27.23901686918,39.313122697552
2024-10-28 12:31:54,-27.74871312138,39.825383551326
2024-10-28 12:32:05,-28.256071870399,40.3428098743
2024-10-28 12:32:15,-28.715223334172,40.817798821002
2024-10-28 12:32:26,-29.217926985956,41.345471874828
2024-10-28 12:32:37,-29.718088139927,41.878717361412
2024-10-28 12:32:52,-30.395888350524,42.61510256803
2024-10-28 12:33:02,-30.844951893502,43.112106220417
2024-10-28 12:33:13,-31.336251254666,43.664581955554
2024-10-28 12:33:24,-31.82467060671,44.2232426043
2024-10-28 12:33:35,-32.310130309569,44.788240302988
2024-10-28 12:33:46,-32.792541570326,45.359720230863
2024-10-28 12:33:56,-33.228380186312,45.885001087999
2024-10-28 12:34:07,-33.704732560146,46.469280982643
2024-10-28 12:34:18,-34.177776545081,47.060483577666
2024-10-28 12:34:30,-34.647421949704,47.658766347985
2024-10-28 12:34:41,-35.155769563832,48.319688997835
2024-10-28 12:34:51,-35.576124124727,48.877179287214
2024-10-28 12:35:03,-36.034982092895,49.497618132846
2024-10-28 12:35:13,-36.490043685889,50.125754318509
2024-10-28 12:35:24,-36.941200143296,50.761737613279
2024-10-28 12:35:35,-37.388346858199,51.405726599401
2024-10-28 12:35:47,-37.871436572991,52.11756503775
2024-10-28 12:35:58,-38.309836053924,52.77878225229
2024-10-28 12:36:09,-38.743873041875,53.448470336088
2024-10-28 12:36:20,-39.173432376901,54.126783222373
2024-10-28 12:36:31,-39.59838998207,54.813862896658
2024-10-28 12:36:42,-40.018625421114,55.509858843992
2024-10-28 12:36:53,-40.434009463018,56.214907511326
2024-10-28 12:37:04,-40.80731609709,56.863837899561
2024-10-28 12:37:14,-41.213081561997,57.58655429987
2024-10-28 12:37:25,-41.613616844146,58.318719384673
2024-10-28 12:37:36,-42.008782754202,59.060453241182
2024-10-28 12:37:47,-42.398441993272,59.811878514957
